,phrase,sentence_id,sentiment,length,word_list,word_counter,num_unique_words,guess,guess-sentiment
58,It 's fairly solid -- not to mention well edited so that it certainly does n't feel like a film that strays past the two and a half mark .,1516,4,138,"['fairly', 'solid', 'not', 'mention', 'well', 'edited', 'that', 'certainly', 'does', 'feel', 'like', 'film', 'that', 'strays', 'past', 'the', 'two', 'and', 'half', 'mark']","Counter({'that': 2, 'and': 1, 'fairly': 1, 'certainly': 1, 'like': 1, 'edited': 1, 'solid': 1, 'well': 1, 'two': 1, 'feel': 1, 'mark': 1, 'past': 1, 'mention': 1, 'does': 1, 'half': 1, 'not': 1, 'the': 1, 'strays': 1, 'film': 1})",19,4.0,0.0
59,Excruciatingly unfunny and pitifully unromantic .,7339,1,49,"['excruciatingly', 'unfunny', 'and', 'pitifully', 'unromantic']","Counter({'and': 1, 'excruciatingly': 1, 'unfunny': 1, 'unromantic': 1, 'pitifully': 1})",5,3.0,2.0
60,"If you 're not , you 'll still have a good time . ''",2283,3,52,"['you', 'not', 'you', 'still', 'have', 'good', 'time']","Counter({'you': 2, 'good': 1, 'have': 1, 'time': 1, 'not': 1, 'still': 1})",6,4.0,1.0
61,Less than fresh .,5811,2,17,"['less', 'than', 'fresh']","Counter({'fresh': 1, 'than': 1, 'less': 1})",3,3.0,1.0
62,"A powerful , chilling , and affecting study of one man 's dying fall .",3215,4,70,"['powerful', 'chilling', 'and', 'affecting', 'study', 'one', 'man', 'dying', 'fall']","Counter({'and': 1, 'dying': 1, 'study': 1, 'powerful': 1, 'one': 1, 'fall': 1, 'affecting': 1, 'chilling': 1, 'man': 1})",9,4.0,0.0
63,"Creeps you out in high style , even if Nakata did it better .",5362,3,61,"['creeps', 'you', 'out', 'high', 'style', 'even', 'nakata', 'did', 'better']","Counter({'even': 1, 'better': 1, 'style': 1, 'creeps': 1, 'did': 1, 'high': 1, 'you': 1, 'nakata': 1, 'out': 1})",9,4.0,1.0
64,This is just lazy writing .,5783,1,27,"['this', 'just', 'lazy', 'writing']","Counter({'this': 1, 'lazy': 1, 'just': 1, 'writing': 1})",4,3.0,2.0
65,The work of a filmmaker who has secrets buried at the heart of his story and knows how to take time revealing them .,4471,4,116,"['the', 'work', 'filmmaker', 'who', 'has', 'secrets', 'buried', 'the', 'heart', 'his', 'story', 'and', 'knows', 'how', 'take', 'time', 'revealing', 'them']","Counter({'the': 2, 'and': 1, 'heart': 1, 'story': 1, 'who': 1, 'knows': 1, 'secrets': 1, 'work': 1, 'revealing': 1, 'them': 1, 'filmmaker': 1, 'how': 1, 'his': 1, 'buried': 1, 'time': 1, 'has': 1, 'take': 1})",17,4.0,0.0
66,Um ... is n't that the basis for the entire plot ?,2188,2,50,"['that', 'the', 'basis', 'for', 'the', 'entire', 'plot', '?']","Counter({'the': 2, 'entire': 1, 'for': 1, 'basis': 1, 'that': 1, 'plot': 1, '?': 1})",7,3.0,1.0
67,"One of those films where the characters inhabit that special annex of hell where adults behave like kids , children behave like adults and everyone screams at the top of their lungs no matter what the situation .",2121,3,212,"['one', 'those', 'films', 'where', 'the', 'characters', 'inhabit', 'that', 'special', 'annex', 'hell', 'where', 'adults', 'behave', 'like', 'kids', 'children', 'behave', 'like', 'adults', 'and', 'everyone', 'screams', 'the', 'top', 'their', 'lungs', 'matter', 'what', 'the', 'situation']","Counter({'the': 3, 'adults': 2, 'behave': 2, 'like': 2, 'where': 2, 'and': 1, 'everyone': 1, 'one': 1, 'hell': 1, 'children': 1, 'special': 1, 'what': 1, 'top': 1, 'annex': 1, 'their': 1, 'films': 1, 'inhabit': 1, 'screams': 1, 'lungs': 1, 'that': 1, 'characters': 1, 'those': 1, 'kids': 1, 'matter': 1, 'situation': 1})",25,3.0,0.0
68,I have not been this disappointed by a movie in a long time .,996,2,61,"['have', 'not', 'been', 'this', 'disappointed', 'movie', 'long', 'time']","Counter({'this': 1, 'movie': 1, 'been': 1, 'long': 1, 'have': 1, 'time': 1, 'not': 1, 'disappointed': 1})",8,3.0,1.0
69,"Mild , meandering teen flick .",2042,2,30,"['mild', 'meandering', 'teen', 'flick']","Counter({'teen': 1, 'flick': 1, 'mild': 1, 'meandering': 1})",4,2.0,0.0
70,Hashiguchi uses the situation to evoke a Japan bustling atop an undercurrent of loneliness and isolation .,589,3,106,"['hashiguchi', 'uses', 'the', 'situation', 'evoke', 'japan', 'bustling', 'atop', 'undercurrent', 'loneliness', 'and', 'isolation']","Counter({'and': 1, 'undercurrent': 1, 'atop': 1, 'isolation': 1, 'uses': 1, 'evoke': 1, 'bustling': 1, 'japan': 1, 'situation': 1, 'the': 1, 'hashiguchi': 1, 'loneliness': 1})",12,4.0,1.0
71,"But on the whole , you 're gonna like this movie .",7585,4,50,"['but', 'the', 'whole', 'you', 'gonna', 'like', 'this', 'movie']","Counter({'like': 1, 'this': 1, 'movie': 1, 'gonna': 1, 'but': 1, 'the': 1, 'whole': 1, 'you': 1})",8,3.0,-1.0
72,Only those most addicted to film violence in all its forms will find anything here to appreciate .,1222,3,98,"['only', 'those', 'most', 'addicted', 'film', 'violence', 'all', 'its', 'forms', 'will', 'find', 'anything', 'here', 'appreciate']","Counter({'will': 1, 'all': 1, 'anything': 1, 'violence': 1, 'appreciate': 1, 'here': 1, 'find': 1, 'forms': 1, 'most': 1, 'only': 1, 'those': 1, 'addicted': 1, 'its': 1, 'film': 1})",14,3.0,0.0
73,"A hit - and-miss affair , consistently amusing but not as outrageous or funny as Cho may have intended or as imaginative as one might have hoped .",2990,3,146,"['hit', 'andmiss', 'affair', 'consistently', 'amusing', 'but', 'not', 'outrageous', 'funny', 'cho', 'may', 'have', 'intended', 'imaginative', 'one', 'might', 'have', 'hoped']","Counter({'have': 2, 'andmiss': 1, 'affair': 1, 'hoped': 1, 'hit': 1, 'intended': 1, 'funny': 1, 'may': 1, 'but': 1, 'cho': 1, 'outrageous': 1, 'consistently': 1, 'amusing': 1, 'imaginative': 1, 'not': 1, 'one': 1, 'might': 1})",17,4.0,1.0
74,"` Drumline ' shows a level of young , Black manhood that is funny , touching , smart and complicated .",1348,4,102,"['drumline', 'shows', 'level', 'young', 'black', 'manhood', 'that', 'funny', 'touching', 'smart', 'and', 'complicated']","Counter({'and': 1, 'funny': 1, 'level': 1, 'that': 1, 'young': 1, 'complicated': 1, 'touching': 1, 'black': 1, 'drumline': 1, 'manhood': 1, 'smart': 1, 'shows': 1})",12,4.0,0.0
75,"Writer\/director Burr Steers emphasizes the Q in Quirky , with mixed results .",94,3,78,"['writerdirector', 'burr', 'steers', 'emphasizes', 'the', 'quirky', 'with', 'mixed', 'results']","Counter({'steers': 1, 'emphasizes': 1, 'results': 1, 'burr': 1, 'mixed': 1, 'quirky': 1, 'the': 1, 'with': 1, 'writerdirector': 1})",9,4.0,1.0
76,"While Cherish does n't completely survive its tonal transformation from dark comedy to suspense thriller , it 's got just enough charm and appealing character quirks to forgive that still serious problem .",6725,3,205,"['while', 'cherish', 'does', 'completely', 'survive', 'its', 'tonal', 'transformation', 'from', 'dark', 'comedy', 'suspense', 'thriller', 'got', 'just', 'enough', 'charm', 'and', 'appealing', 'character', 'quirks', 'forgive', 'that', 'still', 'serious', 'problem']","Counter({'and': 1, 'just': 1, 'quirks': 1, 'suspense': 1, 'still': 1, 'its': 1, 'from': 1, 'character': 1, 'appealing': 1, 'enough': 1, 'does': 1, 'got': 1, 'comedy': 1, 'transformation': 1, 'that': 1, 'forgive': 1, 'dark': 1, 'completely': 1, 'charm': 1, 'survive': 1, 'thriller': 1, 'tonal': 1, 'while': 1, 'cherish': 1, 'serious': 1, 'problem': 1})",26,3.0,0.0
77,The laughs are as rare as snake foo yung .,6464,2,42,"['the', 'laughs', 'are', 'rare', 'snake', 'foo', 'yung']","Counter({'yung': 1, 'rare': 1, 'laughs': 1, 'are': 1, 'the': 1, 'foo': 1, 'snake': 1})",7,4.0,2.0
78,"If this is cinema , I pledge allegiance to Cagney and Lacey .",4351,4,61,"['this', 'cinema', 'pledge', 'allegiance', 'cagney', 'and', 'lacey']","Counter({'and': 1, 'pledge': 1, 'cinema': 1, 'this': 1, 'cagney': 1, 'allegiance': 1, 'lacey': 1})",7,4.0,0.0
79,Stage director Sam Mendes showcases Tom Hanks as a depression era hit-man in this dark tale of revenge .,774,3,104,"['stage', 'director', 'sam', 'mendes', 'showcases', 'tom', 'hanks', 'depression', 'era', 'hitman', 'this', 'dark', 'tale', 'revenge']","Counter({'dark': 1, 'sam': 1, 'mendes': 1, 'this': 1, 'showcases': 1, 'revenge': 1, 'director': 1, 'hitman': 1, 'era': 1, 'tom': 1, 'hanks': 1, 'tale': 1, 'depression': 1, 'stage': 1})",14,3.0,0.0
80,But they fascinate in their recklessness .,1196,3,42,"['but', 'they', 'fascinate', 'their', 'recklessness']","Counter({'their': 1, 'recklessness': 1, 'they': 1, 'but': 1, 'fascinate': 1})",5,4.0,1.0
81,The immersive powers of the giant screen and its hyper-realistic images are put to perfect use in the breathtakingly beautiful outer-space documentary Space Station 3D .,617,4,169,"['the', 'immersive', 'powers', 'the', 'giant', 'screen', 'and', 'its', 'hyperrealistic', 'images', 'are', 'put', 'perfect', 'use', 'the', 'breathtakingly', 'beautiful', 'outerspace', 'documentary', 'space', 'station']","Counter({'the': 3, 'and': 1, 'perfect': 1, 'giant': 1, 'breathtakingly': 1, 'space': 1, 'documentary': 1, 'screen': 1, 'put': 1, 'use': 1, 'outerspace': 1, 'hyperrealistic': 1, 'images': 1, 'beautiful': 1, 'station': 1, 'are': 1, 'immersive': 1, 'powers': 1, 'its': 1})",19,4.0,0.0
82,"Although Disney follows its standard formula in this animated adventure , it feels more forced than usual .",6058,3,107,"['although', 'disney', 'follows', 'its', 'standard', 'formula', 'this', 'animated', 'adventure', 'feels', 'more', 'forced', 'than', 'usual']","Counter({'forced': 1, 'than': 1, 'this': 1, 'follows': 1, 'standard': 1, 'feels': 1, 'adventure': 1, 'although': 1, 'usual': 1, 'formula': 1, 'animated': 1, 'its': 1, 'disney': 1, 'more': 1})",14,3.0,0.0
83,"An unforgettable look at morality , family , and social expectation through the prism of that omnibus tradition called marriage .",7836,3,129,"['unforgettable', 'look', 'morality', 'family', 'and', 'social', 'expectation', 'through', 'the', 'prism', 'that', 'omnibus', 'tradition', 'called', 'marriage']","Counter({'and': 1, 'look': 1, 'family': 1, 'that': 1, 'omnibus': 1, 'expectation': 1, 'called': 1, 'prism': 1, 'through': 1, 'social': 1, 'marriage': 1, 'the': 1, 'unforgettable': 1, 'tradition': 1, 'morality': 1})",15,4.0,1.0
84,"Oh , and more entertaining , too .",3304,3,34,"['and', 'more', 'entertaining', 'too']","Counter({'and': 1, 'entertaining': 1, 'too': 1, 'more': 1})",4,3.0,0.0
85,"It 's affecting , amusing , sad and reflective .",6789,3,48,"['affecting', 'amusing', 'sad', 'and', 'reflective']","Counter({'affecting': 1, 'and': 1, 'reflective': 1, 'amusing': 1, 'sad': 1})",5,4.0,1.0
86,"Laced with liberal doses of dark humor , gorgeous exterior photography , and a stable-full of solid performances , No Such Thing is a fascinating little tale .",7761,4,159,"['laced', 'with', 'liberal', 'doses', 'dark', 'humor', 'gorgeous', 'exterior', 'photography', 'and', 'stablefull', 'solid', 'performances', 'such', 'thing', 'fascinating', 'little', 'tale']","Counter({'and': 1, 'stablefull': 1, 'laced': 1, 'liberal': 1, 'fascinating': 1, 'solid': 1, 'performances': 1, 'photography': 1, 'gorgeous': 1, 'such': 1, 'dark': 1, 'thing': 1, 'tale': 1, 'exterior': 1, 'doses': 1, 'humor': 1, 'little': 1, 'with': 1})",18,4.0,0.0
87,"If a big musical number like ` Praise the Lord , He 's the God of Second Chances ' does n't put you off , this will be an enjoyable choice for younger kids .",2254,4,157,"['big', 'musical', 'number', 'like', 'praise', 'the', 'lord', 'the', 'god', 'second', 'chances', 'does', 'put', 'you', 'off', 'this', 'will', 'enjoyable', 'choice', 'for', 'younger', 'kids']","Counter({'the': 2, 'enjoyable': 1, 'younger': 1, 'kids': 1, 'off': 1, 'like': 1, 'for': 1, 'chances': 1, 'big': 1, 'number': 1, 'you': 1, 'will': 1, 'this': 1, 'second': 1, 'does': 1, 'praise': 1, 'god': 1, 'put': 1, 'lord': 1, 'choice': 1, 'musical': 1})",21,3.0,-1.0
88,... a bland murder-on-campus yawner .,5400,2,37,"['bland', 'murderoncampus', 'yawner']","Counter({'bland': 1, 'yawner': 1, 'murderoncampus': 1})",3,2.0,0.0
89,"A poorly scripted , preachy fable that forgets about unfolding a coherent , believable story in its zeal to spread propaganda .",2252,3,127,"['poorly', 'scripted', 'preachy', 'fable', 'that', 'forgets', 'about', 'unfolding', 'coherent', 'believable', 'story', 'its', 'zeal', 'spread', 'propaganda']","Counter({'unfolding': 1, 'about': 1, 'that': 1, 'zeal': 1, 'story': 1, 'its': 1, 'coherent': 1, 'spread': 1, 'preachy': 1, 'fable': 1, 'propaganda': 1, 'believable': 1, 'forgets': 1, 'scripted': 1, 'poorly': 1})",15,3.0,0.0
90,Well-meaning but inert .,7937,2,24,"['wellmeaning', 'but', 'inert']","Counter({'but': 1, 'wellmeaning': 1, 'inert': 1})",3,3.0,1.0
91,"Forages for audience sympathy like a temperamental child begging for attention , giving audiences no reason to truly care for its decrepit freaks beyond the promise of a reprieve from their incessant whining .",7698,3,209,"['forages', 'for', 'audience', 'sympathy', 'like', 'temperamental', 'child', 'begging', 'for', 'attention', 'giving', 'audiences', 'reason', 'truly', 'care', 'for', 'its', 'decrepit', 'freaks', 'beyond', 'the', 'promise', 'reprieve', 'from', 'their', 'incessant', 'whining']","Counter({'for': 3, 'incessant': 1, 'sympathy': 1, 'audiences': 1, 'beyond': 1, 'its': 1, 'reprieve': 1, 'whining': 1, 'from': 1, 'giving': 1, 'forages': 1, 'their': 1, 'freaks': 1, 'attention': 1, 'begging': 1, 'truly': 1, 'decrepit': 1, 'child': 1, 'care': 1, 'like': 1, 'reason': 1, 'audience': 1, 'promise': 1, 'the': 1, 'temperamental': 1})",25,3.0,0.0
92,The movie does n't add anything fresh to the myth .,2184,3,51,"['the', 'movie', 'does', 'add', 'anything', 'fresh', 'the', 'myth']","Counter({'the': 2, 'myth': 1, 'anything': 1, 'movie': 1, 'add': 1, 'does': 1, 'fresh': 1})",7,4.0,1.0
93,"A gracious , eloquent film that by its end offers a ray of hope to the refugees able to look ahead and resist living in a past forever lost .",8513,4,141,"['gracious', 'eloquent', 'film', 'that', 'its', 'end', 'offers', 'ray', 'hope', 'the', 'refugees', 'able', 'look', 'ahead', 'and', 'resist', 'living', 'past', 'forever', 'lost']","Counter({'and': 1, 'living': 1, 'forever': 1, 'end': 1, 'look': 1, 'ahead': 1, 'that': 1, 'past': 1, 'eloquent': 1, 'able': 1, 'lost': 1, 'resist': 1, 'offers': 1, 'hope': 1, 'the': 1, 'ray': 1, 'refugees': 1, 'its': 1, 'film': 1, 'gracious': 1})",20,4.0,0.0
94,"Sunk by way too much indulgence of scene-chewing , teeth-gnashing actorliness .",8444,2,79,"['sunk', 'way', 'too', 'much', 'indulgence', 'scenechewing', 'teethgnashing', 'actorliness']","Counter({'actorliness': 1, 'indulgence': 1, 'sunk': 1, 'much': 1, 'too': 1, 'way': 1, 'scenechewing': 1, 'teethgnashing': 1})",8,2.0,0.0
95,"For every articulate player , such as skateboarder Tony Hawk or BMX rider Mat Hoffman , are about a half dozen young Turks angling to see how many times they can work the words `` radical '' or `` suck '' into a sentence .",7337,3,222,"['for', 'every', 'articulate', 'player', 'such', 'skateboarder', 'tony', 'hawk', 'bmx', 'rider', 'mat', 'hoffman', 'are', 'about', 'half', 'dozen', 'young', 'turks', 'angling', 'see', 'how', 'many', 'times', 'they', 'can', 'work', 'the', 'words', 'radical', 'suck', 'into', 'sentence']","Counter({'words': 1, 'sentence': 1, 'radical': 1, 'into': 1, 'articulate': 1, 'player': 1, 'see': 1, 'are': 1, 'tony': 1, 'suck': 1, 'dozen': 1, 'angling': 1, 'for': 1, 'young': 1, 'how': 1, 'skateboarder': 1, 'rider': 1, 'mat': 1, 'hoffman': 1, 'every': 1, 'they': 1, 'half': 1, 'such': 1, 'bmx': 1, 'hawk': 1, 'about': 1, 'turks': 1, 'many': 1, 'work': 1, 'times': 1, 'can': 1, 'the': 1})",32,3.0,0.0
96,"If The Tuxedo actually were a suit , it would fit Chan like a $ 99 bargain-basement special .",7790,2,93,"['the', 'tuxedo', 'actually', 'were', 'suit', 'would', 'fit', 'chan', 'like', 'bargainbasement', 'special']","Counter({'fit': 1, 'would': 1, 'tuxedo': 1, 'were': 1, 'chan': 1, 'actually': 1, 'bargainbasement': 1, 'suit': 1, 'the': 1, 'special': 1, 'like': 1})",11,3.0,1.0
97,"I found The Ring moderately absorbing , largely for its elegantly colorful look and sound .",3565,3,91,"['found', 'the', 'ring', 'moderately', 'absorbing', 'largely', 'for', 'its', 'elegantly', 'colorful', 'look', 'and', 'sound']","Counter({'and': 1, 'sound': 1, 'elegantly': 1, 'colorful': 1, 'for': 1, 'largely': 1, 'absorbing': 1, 'moderately': 1, 'its': 1, 'found': 1, 'the': 1, 'ring': 1, 'look': 1})",13,4.0,1.0
98,"Some writer dude , I think his name was , uh , Michael Zaidan , was supposed to have like written the screenplay or something , but , dude , the only thing that I ever saw that was written down were the zeroes on my paycheck .",5470,3,226,"['some', 'writer', 'dude', 'think', 'his', 'name', 'was', 'michael', 'zaidan', 'was', 'supposed', 'have', 'like', 'written', 'the', 'screenplay', 'something', 'but', 'dude', 'the', 'only', 'thing', 'that', 'ever', 'saw', 'that', 'was', 'written', 'down', 'were', 'the', 'zeroes', 'paycheck']","Counter({'was': 3, 'the': 3, 'dude': 2, 'written': 2, 'that': 2, 'screenplay': 1, 'some': 1, 'down': 1, 'something': 1, 'have': 1, 'saw': 1, 'zaidan': 1, 'writer': 1, 'only': 1, 'ever': 1, 'zeroes': 1, 'his': 1, 'but': 1, 'like': 1, 'paycheck': 1, 'name': 1, 'michael': 1, 'thing': 1, 'supposed': 1, 'were': 1, 'think': 1})",26,3.0,0.0
99,But fans of the show should not consider this a diss .,2732,3,54,"['but', 'fans', 'the', 'show', 'should', 'not', 'consider', 'this', 'diss']","Counter({'diss': 1, 'consider': 1, 'show': 1, 'this': 1, 'but': 1, 'should': 1, 'fans': 1, 'not': 1, 'the': 1})",9,3.0,0.0
100,"The real charm of this trifle is the deadpan comic face of its star , Jean Reno , who resembles Sly Stallone in a hot sake half-sleep .",583,3,135,"['the', 'real', 'charm', 'this', 'trifle', 'the', 'deadpan', 'comic', 'face', 'its', 'star', 'jean', 'reno', 'who', 'resembles', 'sly', 'stallone', 'hot', 'sake', 'halfsleep']","Counter({'the': 2, 'real': 1, 'trifle': 1, 'sake': 1, 'star': 1, 'sly': 1, 'this': 1, 'who': 1, 'halfsleep': 1, 'reno': 1, 'face': 1, 'deadpan': 1, 'hot': 1, 'charm': 1, 'stallone': 1, 'resembles': 1, 'its': 1, 'comic': 1, 'jean': 1})",19,4.0,1.0
101,"Amy and Matthew have a bit of a phony relationship , but the film works in spite of it .",4869,3,88,"['amy', 'and', 'matthew', 'have', 'bit', 'phony', 'relationship', 'but', 'the', 'film', 'works', 'spite']","Counter({'and': 1, 'spite': 1, 'relationship': 1, 'phony': 1, 'but': 1, 'amy': 1, 'matthew': 1, 'have': 1, 'bit': 1, 'works': 1, 'the': 1, 'film': 1})",12,4.0,1.0
102,"The Bai brothers have taken an small slice of history and opened it up for all of us to understand , and they 've told a nice little story in the process .",845,4,155,"['the', 'bai', 'brothers', 'have', 'taken', 'small', 'slice', 'history', 'and', 'opened', 'for', 'all', 'understand', 'and', 'they', 'told', 'nice', 'little', 'story', 'the', 'process']","Counter({'and': 2, 'the': 2, 'opened': 1, 'slice': 1, 'story': 1, 'brothers': 1, 'for': 1, 'process': 1, 'little': 1, 'told': 1, 'they': 1, 'all': 1, 'small': 1, 'understand': 1, 'have': 1, 'nice': 1, 'taken': 1, 'history': 1, 'bai': 1})",19,4.0,0.0
