,phrase,sentence_id,sentiment,length,word_list,word_counter,num_unique_words,unique_word_density,guess,guess-sentiment
59,The film jolts the laughs from the audience -- as if by cattle prod .,4381,3,69,"['the', 'film', 'jolts', 'the', 'laughs', 'from', 'the', 'audience', 'cattle', 'prod']","Counter({'the': 3, 'from': 1, 'laughs': 1, 'jolts': 1, 'audience': 1, 'cattle': 1, 'prod': 1, 'film': 1})",8,0,4.0,1.0
60,"That 's muy loco , but no more ridiculous than most of the rest of `` Dragonfly . ''",1013,3,84,"['that', 'muy', 'loco', 'but', 'more', 'ridiculous', 'than', 'most', 'the', 'rest', 'dragonfly']","Counter({'dragonfly': 1, 'that': 1, 'muy': 1, 'loco': 1, 'but': 1, 'most': 1, 'ridiculous': 1, 'rest': 1, 'the': 1, 'than': 1, 'more': 1})",11,1,3.0,0.0
61,A chilling tale of one of the great crimes of 20th Century France : the murder of two rich women by their servants in 1933 .,2510,3,124,"['chilling', 'tale', 'one', 'the', 'great', 'crimes', '20th', 'century', 'france', 'the', 'murder', 'two', 'rich', 'women', 'their', 'servants', '1933']","Counter({'the': 2, '1933': 1, 'great': 1, 'murder': 1, 'servants': 1, 'century': 1, 'crimes': 1, 'two': 1, 'one': 1, 'tale': 1, 'their': 1, '20th': 1, 'rich': 1, 'france': 1, 'chilling': 1, 'women': 1})",16,0,4.0,1.0
62,Diverting French comedy in which a husband has to cope with the pesky moods of jealousy .,2505,2,89,"['diverting', 'french', 'comedy', 'which', 'husband', 'has', 'cope', 'with', 'the', 'pesky', 'moods', 'jealousy']","Counter({'has': 1, 'diverting': 1, 'cope': 1, 'jealousy': 1, 'french': 1, 'pesky': 1, 'moods': 1, 'which': 1, 'the': 1, 'comedy': 1, 'with': 1, 'husband': 1})",12,1,4.0,2.0
63,Griffin & Co. manage to be spectacularly outrageous .,7623,4,53,"['griffin', 'manage', 'spectacularly', 'outrageous']","Counter({'outrageous': 1, 'griffin': 1, 'manage': 1, 'spectacularly': 1})",4,1,4.0,0.0
64,A literary detective story is still a detective story and aficionados of the whodunit wo n't be disappointed .,7738,4,110,"['literary', 'detective', 'story', 'still', 'detective', 'story', 'and', 'aficionados', 'the', 'whodunit', 'disappointed']","Counter({'detective': 2, 'story': 2, 'and': 1, 'literary': 1, 'whodunit': 1, 'the': 1, 'still': 1, 'disappointed': 1, 'aficionados': 1})",9,0,4.0,0.0
65,"Both shrill and soporific , and because everything is repeated five or six times , it can seem tiresomely simpleminded .",3547,2,120,"['both', 'shrill', 'and', 'soporific', 'and', 'because', 'everything', 'repeated', 'five', 'six', 'times', 'can', 'seem', 'tiresomely', 'simpleminded']","Counter({'and': 2, 'both': 1, 'because': 1, 'soporific': 1, 'six': 1, 'times': 1, 'everything': 1, 'repeated': 1, 'five': 1, 'can': 1, 'simpleminded': 1, 'seem': 1, 'shrill': 1, 'tiresomely': 1})",14,0,3.0,1.0
66,It 's that good .,3485,4,17,"['that', 'good']","Counter({'good': 1, 'that': 1})",2,1,4.0,0.0
67,"Too much of Storytelling moves away from Solondz 's social critique , casting its audience as that of intellectual lector in contemplation of the auteur 's professional injuries .",275,3,179,"['too', 'much', 'storytelling', 'moves', 'away', 'from', 'solondz', 'social', 'critique', 'casting', 'its', 'audience', 'that', 'intellectual', 'lector', 'contemplation', 'the', 'auteur', 'professional', 'injuries']","Counter({'from': 1, 'storytelling': 1, 'that': 1, 'solondz': 1, 'away': 1, 'lector': 1, 'intellectual': 1, 'injuries': 1, 'audience': 1, 'much': 1, 'contemplation': 1, 'too': 1, 'professional': 1, 'social': 1, 'critique': 1, 'casting': 1, 'the': 1, 'moves': 1, 'its': 1, 'auteur': 1})",20,1,3.0,0.0
68,An emotionally strong and politically potent piece of cinema .,474,4,62,"['emotionally', 'strong', 'and', 'politically', 'potent', 'piece', 'cinema']","Counter({'and': 1, 'politically': 1, 'emotionally': 1, 'cinema': 1, 'piece': 1, 'potent': 1, 'strong': 1})",7,1,4.0,0.0
69,"That , in itself , is extraordinary .",7557,4,37,"['that', 'itself', 'extraordinary']","Counter({'extraordinary': 1, 'itself': 1, 'that': 1})",3,1,4.0,0.0
70,Mostly the film is just hectic and homiletic : two parts exhausting Men in Black mayhem to one part family values .,1257,3,115,"['mostly', 'the', 'film', 'just', 'hectic', 'and', 'homiletic', 'two', 'parts', 'exhausting', 'men', 'black', 'mayhem', 'one', 'part', 'family', 'values']","Counter({'and': 1, 'family': 1, 'mostly': 1, 'just': 1, 'men': 1, 'two': 1, 'one': 1, 'exhausting': 1, 'mayhem': 1, 'parts': 1, 'black': 1, 'hectic': 1, 'part': 1, 'values': 1, 'the': 1, 'homiletic': 1, 'film': 1})",17,1,3.0,0.0
71,It 's a day at the beach -- with air conditioning and popcorn .,1793,3,63,"['day', 'the', 'beach', 'with', 'air', 'conditioning', 'and', 'popcorn']","Counter({'and': 1, 'beach': 1, 'air': 1, 'conditioning': 1, 'popcorn': 1, 'the': 1, 'with': 1, 'day': 1})",8,1,4.0,1.0
72,... the maudlin way its story unfolds suggests a director fighting against the urge to sensationalize his material .,8035,3,116,"['the', 'maudlin', 'way', 'its', 'story', 'unfolds', 'suggests', 'director', 'fighting', 'against', 'the', 'urge', 'sensationalize', 'his', 'material']","Counter({'the': 2, 'urge': 1, 'story': 1, 'his': 1, 'unfolds': 1, 'against': 1, 'material': 1, 'sensationalize': 1, 'fighting': 1, 'director': 1, 'suggests': 1, 'maudlin': 1, 'way': 1, 'its': 1})",14,0,3.0,0.0
73,"-LRB- Allen 's -RRB- been making piffle for a long while , and Hollywood Ending may be his way of saying that piffle is all that the airhead movie business deserves from him right now .",308,2,185,"['lrb', 'allen', 'rrb', 'been', 'making', 'piffle', 'for', 'long', 'while', 'and', 'hollywood', 'ending', 'may', 'his', 'way', 'saying', 'that', 'piffle', 'all', 'that', 'the', 'airhead', 'movie', 'business', 'deserves', 'from', 'him', 'right', 'now']","Counter({'piffle': 2, 'that': 2, 'and': 1, 'saying': 1, 'all': 1, 'right': 1, 'rrb': 1, 'ending': 1, 'his': 1, 'long': 1, 'allen': 1, 'been': 1, 'from': 1, 'for': 1, 'movie': 1, 'way': 1, 'hollywood': 1, 'lrb': 1, 'business': 1, 'may': 1, 'now': 1, 'him': 1, 'airhead': 1, 'deserves': 1, 'while': 1, 'making': 1, 'the': 1})",27,0,3.0,1.0
74,"De Ayala is required to supply too much of the energy in a film that is , overall , far too staid for its subject matter .",1894,2,122,"['ayala', 'required', 'supply', 'too', 'much', 'the', 'energy', 'film', 'that', 'overall', 'far', 'too', 'staid', 'for', 'its', 'subject', 'matter']","Counter({'too': 2, 'for': 1, 'ayala': 1, 'supply': 1, 'far': 1, 'energy': 1, 'required': 1, 'overall': 1, 'staid': 1, 'matter': 1, 'that': 1, 'much': 1, 'the': 1, 'its': 1, 'film': 1, 'subject': 1})",16,0,3.0,1.0
75,"While the film is not entirely successful , it still manages to string together enough charming moments to work .",3388,4,113,"['while', 'the', 'film', 'not', 'entirely', 'successful', 'still', 'manages', 'string', 'together', 'enough', 'charming', 'moments', 'work']","Counter({'string': 1, 'successful': 1, 'work': 1, 'enough': 1, 'together': 1, 'charming': 1, 'moments': 1, 'while': 1, 'manages': 1, 'not': 1, 'entirely': 1, 'still': 1, 'the': 1, 'film': 1})",14,1,4.0,0.0
76,"A gently funny , sweetly adventurous film that makes you feel genuinely good , that is to say , entirely unconned by false sentiment or sharp , overmanipulative Hollywood practices .",4339,4,182,"['gently', 'funny', 'sweetly', 'adventurous', 'film', 'that', 'makes', 'you', 'feel', 'genuinely', 'good', 'that', 'say', 'entirely', 'unconned', 'false', 'sentiment', 'sharp', 'overmanipulative', 'hollywood', 'practices']","Counter({'that': 2, 'funny': 1, 'good': 1, 'false': 1, 'entirely': 1, 'sweetly': 1, 'feel': 1, 'overmanipulative': 1, 'hollywood': 1, 'unconned': 1, 'gently': 1, 'sentiment': 1, 'say': 1, 'practices': 1, 'sharp': 1, 'you': 1, 'makes': 1, 'adventurous': 1, 'film': 1, 'genuinely': 1})",20,0,4.0,0.0
77,Sitting through the last reel -LRB- spoiler alert ! -RRB-,3186,2,57,"['sitting', 'through', 'the', 'last', 'reel', 'lrb', 'spoiler', 'alert', '!', 'rrb']","Counter({'!': 1, 'spoiler': 1, 'lrb': 1, 'last': 1, 'sitting': 1, 'rrb': 1, 'alert': 1, 'through': 1, 'the': 1, 'reel': 1})",10,1,3.0,1.0
78,"UB equally spoofs and celebrates the more outre aspects of ` black culture ' and the dorkier aspects of ` white culture , ' even as it points out how inseparable the two are .",6607,3,175,"['equally', 'spoofs', 'and', 'celebrates', 'the', 'more', 'outre', 'aspects', 'black', 'culture', 'and', 'the', 'dorkier', 'aspects', 'white', 'culture', 'even', 'points', 'out', 'how', 'inseparable', 'the', 'two', 'are']","Counter({'the': 3, 'and': 2, 'aspects': 2, 'culture': 2, 'even': 1, 'equally': 1, 'dorkier': 1, 'how': 1, 'spoofs': 1, 'inseparable': 1, 'two': 1, 'outre': 1, 'points': 1, 'black': 1, 'are': 1, 'out': 1, 'celebrates': 1, 'white': 1, 'more': 1})",19,0,3.0,0.0
79,Most of the film feels conceived and shot on the fly -- like between lunch breaks for Shearer 's radio show and his Simpson voice-overs .,3902,2,137,"['most', 'the', 'film', 'feels', 'conceived', 'and', 'shot', 'the', 'fly', 'like', 'between', 'lunch', 'breaks', 'for', 'shearer', 'radio', 'show', 'and', 'his', 'simpson', 'voiceovers']","Counter({'and': 2, 'the': 2, 'fly': 1, 'his': 1, 'shot': 1, 'like': 1, 'for': 1, 'lunch': 1, 'shearer': 1, 'breaks': 1, 'conceived': 1, 'most': 1, 'feels': 1, 'radio': 1, 'simpson': 1, 'between': 1, 'show': 1, 'voiceovers': 1, 'film': 1})",19,0,3.0,1.0
80,"-LRB- Kline 's -RRB- utterly convincing -- and deeply appealing -- as a noble teacher who embraces a strict moral code , and as a flawed human being who ca n't quite live up to it .",3717,4,181,"['lrb', 'kline', 'rrb', 'utterly', 'convincing', 'and', 'deeply', 'appealing', 'noble', 'teacher', 'who', 'embraces', 'strict', 'moral', 'code', 'and', 'flawed', 'human', 'being', 'who', 'quite', 'live']","Counter({'and': 2, 'who': 2, 'noble': 1, 'embraces': 1, 'lrb': 1, 'live': 1, 'human': 1, 'flawed': 1, 'being': 1, 'kline': 1, 'convincing': 1, 'rrb': 1, 'quite': 1, 'strict': 1, 'appealing': 1, 'code': 1, 'moral': 1, 'utterly': 1, 'deeply': 1, 'teacher': 1})",20,0,4.0,0.0
81,"Falsehoods pile up , undermining the movie 's reality and stifling its creator 's comic voice .",599,3,95,"['falsehoods', 'pile', 'undermining', 'the', 'movie', 'reality', 'and', 'stifling', 'its', 'creator', 'comic', 'voice']","Counter({'and': 1, 'stifling': 1, 'movie': 1, 'comic': 1, 'creator': 1, 'reality': 1, 'undermining': 1, 'pile': 1, 'falsehoods': 1, 'the': 1, 'voice': 1, 'its': 1})",12,1,3.0,0.0
82,Never once predictable .,7393,3,24,"['never', 'once', 'predictable']","Counter({'never': 1, 'predictable': 1, 'once': 1})",3,1,3.0,0.0
83,"Morrissette has performed a difficult task indeed - he 's taken one of the world 's most fascinating stories and made it dull , lifeless , and irritating .",4724,4,155,"['morrissette', 'has', 'performed', 'difficult', 'task', 'indeed', 'taken', 'one', 'the', 'world', 'most', 'fascinating', 'stories', 'and', 'made', 'dull', 'lifeless', 'and', 'irritating']","Counter({'and': 2, 'task': 1, 'fascinating': 1, 'lifeless': 1, 'indeed': 1, 'one': 1, 'most': 1, 'irritating': 1, 'made': 1, 'stories': 1, 'performed': 1, 'taken': 1, 'world': 1, 'the': 1, 'has': 1, 'dull': 1, 'morrissette': 1, 'difficult': 1})",18,0,4.0,0.0
84,"I 'm sorry to say that this should seal the deal - Arnold is not , nor will he be , back .",5350,3,90,"['sorry', 'say', 'that', 'this', 'should', 'seal', 'the', 'deal', 'arnold', 'not', 'nor', 'will', 'back']","Counter({'deal': 1, 'that': 1, 'this': 1, 'back': 1, 'arnold': 1, 'should': 1, 'will': 1, 'say': 1, 'seal': 1, 'not': 1, 'sorry': 1, 'the': 1, 'nor': 1})",13,1,3.0,0.0
85,Writer-director Stephen Gaghan has made the near-fatal mistake of being what the English call ` too clever by half . ',4518,3,118,"['writerdirector', 'stephen', 'gaghan', 'has', 'made', 'the', 'nearfatal', 'mistake', 'being', 'what', 'the', 'english', 'call', 'too', 'clever', 'half']","Counter({'the': 2, 'what': 1, 'made': 1, 'being': 1, 'clever': 1, 'half': 1, 'nearfatal': 1, 'mistake': 1, 'call': 1, 'too': 1, 'gaghan': 1, 'english': 1, 'stephen': 1, 'has': 1, 'writerdirector': 1})",15,0,3.0,0.0
86,"Grant carries the day with impeccable comic timing , raffish charm and piercing intellect .",5500,4,91,"['grant', 'carries', 'the', 'day', 'with', 'impeccable', 'comic', 'timing', 'raffish', 'charm', 'and', 'piercing', 'intellect']","Counter({'and': 1, 'grant': 1, 'comic': 1, 'raffish': 1, 'piercing': 1, 'carries': 1, 'intellect': 1, 'charm': 1, 'timing': 1, 'the': 1, 'impeccable': 1, 'with': 1, 'day': 1})",13,1,4.0,0.0
87,Degenerates into hogwash .,4135,1,26,"['degenerates', 'into', 'hogwash']","Counter({'hogwash': 1, 'into': 1, 'degenerates': 1})",3,1,2.0,1.0
88,And that is where Ararat went astray .,1140,2,38,"['and', 'that', 'where', 'ararat', 'went', 'astray']","Counter({'and': 1, 'that': 1, 'astray': 1, 'ararat': 1, 'went': 1, 'where': 1})",6,1,3.0,1.0
89,"Alas , the black-and-white archival footage of their act showcases pretty mediocre shtick .",7051,3,91,"['alas', 'the', 'blackandwhite', 'archival', 'footage', 'their', 'act', 'showcases', 'pretty', 'mediocre', 'shtick']","Counter({'blackandwhite': 1, 'shtick': 1, 'footage': 1, 'showcases': 1, 'their': 1, 'alas': 1, 'pretty': 1, 'act': 1, 'the': 1, 'mediocre': 1, 'archival': 1})",11,1,3.0,0.0
90,"Slow and ponderous , but Rohmer 's drama builds to an intense indoor drama about compassion , sacrifice , and Christian love in the face of political corruption .",5178,4,162,"['slow', 'and', 'ponderous', 'but', 'rohmer', 'drama', 'builds', 'intense', 'indoor', 'drama', 'about', 'compassion', 'sacrifice', 'and', 'christian', 'love', 'the', 'face', 'political', 'corruption']","Counter({'and': 2, 'drama': 2, 'about': 1, 'slow': 1, 'christian': 1, 'builds': 1, 'compassion': 1, 'sacrifice': 1, 'indoor': 1, 'political': 1, 'but': 1, 'rohmer': 1, 'corruption': 1, 'ponderous': 1, 'love': 1, 'the': 1, 'face': 1, 'intense': 1})",18,0,4.0,0.0
91,Nothing short of wonderful with its ten-year-old female protagonist and its steadfast refusal to set up a dualistic battle between good and evil .,1420,4,146,"['nothing', 'short', 'wonderful', 'with', 'its', 'tenyearold', 'female', 'protagonist', 'and', 'its', 'steadfast', 'refusal', 'set', 'dualistic', 'battle', 'between', 'good', 'and', 'evil']","Counter({'and': 2, 'its': 2, 'protagonist': 1, 'short': 1, 'set': 1, 'steadfast': 1, 'tenyearold': 1, 'refusal': 1, 'evil': 1, 'battle': 1, 'good': 1, 'wonderful': 1, 'female': 1, 'between': 1, 'nothing': 1, 'dualistic': 1, 'with': 1})",17,0,4.0,0.0
92,`` Cremaster 3 '' should come with the warning `` For serious film buffs only ! '',3994,3,82,"['cremaster', 'should', 'come', 'with', 'the', 'warning', 'for', 'serious', 'film', 'buffs', 'only', '!']","Counter({'!': 1, 'for': 1, 'cremaster': 1, 'come': 1, 'buffs': 1, 'should': 1, 'only': 1, 'warning': 1, 'serious': 1, 'the': 1, 'with': 1, 'film': 1})",12,1,3.0,0.0
93,Toes the fine line between cheese and earnestness remarkably well ; everything is delivered with such conviction that it 's hard not to be carried away .,5496,4,153,"['toes', 'the', 'fine', 'line', 'between', 'cheese', 'and', 'earnestness', 'remarkably', 'well', 'everything', 'delivered', 'with', 'such', 'conviction', 'that', 'hard', 'not', 'carried', 'away']","Counter({'and': 1, 'cheese': 1, 'toes': 1, 'hard': 1, 'carried': 1, 'conviction': 1, 'delivered': 1, 'earnestness': 1, 'with': 1, 'away': 1, 'that': 1, 'well': 1, 'everything': 1, 'remarkably': 1, 'between': 1, 'not': 1, 'such': 1, 'the': 1, 'fine': 1, 'line': 1})",20,1,4.0,0.0
94,A gangster movie with the capacity to surprise .,6395,3,48,"['gangster', 'movie', 'with', 'the', 'capacity', 'surprise']","Counter({'capacity': 1, 'movie': 1, 'gangster': 1, 'surprise': 1, 'the': 1, 'with': 1})",6,1,3.0,0.0
95,"Buy is an accomplished actress , and this is a big , juicy role .",7202,4,65,"['buy', 'accomplished', 'actress', 'and', 'this', 'big', 'juicy', 'role']","Counter({'and': 1, 'buy': 1, 'this': 1, 'big': 1, 'juicy': 1, 'actress': 1, 'accomplished': 1, 'role': 1})",8,1,4.0,0.0
96,"Using an endearing cast , writer\/director Dover Kosashvili takes a slightly dark look at relationships , both sexual and kindred .",6226,3,131,"['using', 'endearing', 'cast', 'writerdirector', 'dover', 'kosashvili', 'takes', 'slightly', 'dark', 'look', 'relationships', 'both', 'sexual', 'and', 'kindred']","Counter({'relationships': 1, 'both': 1, 'and': 1, 'takes': 1, 'look': 1, 'sexual': 1, 'kindred': 1, 'kosashvili': 1, 'dark': 1, 'cast': 1, 'using': 1, 'dover': 1, 'slightly': 1, 'endearing': 1, 'writerdirector': 1})",15,1,4.0,1.0
97,"Colorful and deceptively buoyant until it suddenly pulls the rug out from under you , Burkinabe filmmaker Dani Kouyate 's reworking of a folk story whose roots go back to 7th-century oral traditions is also a pointed political allegory .",3287,3,237,"['colorful', 'and', 'deceptively', 'buoyant', 'until', 'suddenly', 'pulls', 'the', 'rug', 'out', 'from', 'under', 'you', 'burkinabe', 'filmmaker', 'dani', 'kouyate', 'reworking', 'folk', 'story', 'whose', 'roots', 'back', '7thcentury', 'oral', 'traditions', 'also', 'pointed', 'political', 'allegory']","Counter({'and': 1, 'traditions': 1, 'suddenly': 1, 'pointed': 1, 'back': 1, 'pulls': 1, 'roots': 1, 'out': 1, 'whose': 1, 'story': 1, 'from': 1, 'buoyant': 1, 'political': 1, 'also': 1, 'deceptively': 1, 'folk': 1, 'under': 1, 'you': 1, 'until': 1, 'reworking': 1, 'colorful': 1, 'burkinabe': 1, 'allegory': 1, 'rug': 1, 'filmmaker': 1, '7thcentury': 1, 'dani': 1, 'the': 1, 'kouyate': 1, 'oral': 1})",30,1,4.0,1.0
98,"It 's not particularly well made , but since I found myself howling more than cringing , I 'd say the film works .",4311,4,114,"['not', 'particularly', 'well', 'made', 'but', 'since', 'found', 'myself', 'howling', 'more', 'than', 'cringing', 'say', 'the', 'film', 'works']","Counter({'myself': 1, 'made': 1, 'particularly': 1, 'cringing': 1, 'since': 1, 'well': 1, 'but': 1, 'howling': 1, 'say': 1, 'not': 1, 'found': 1, 'the': 1, 'works': 1, 'than': 1, 'film': 1, 'more': 1})",16,1,3.0,-1.0
99,With its parade of almost perpetually wasted characters ... Margarita feels like a hazy high that takes too long to shake .,8519,3,123,"['with', 'its', 'parade', 'almost', 'perpetually', 'wasted', 'characters', 'margarita', 'feels', 'like', 'hazy', 'high', 'that', 'takes', 'too', 'long', 'shake']","Counter({'long': 1, 'parade': 1, 'takes': 1, 'that': 1, 'almost': 1, 'perpetually': 1, 'hazy': 1, 'like': 1, 'high': 1, 'feels': 1, 'too': 1, 'characters': 1, 'shake': 1, 'wasted': 1, 'with': 1, 'its': 1, 'margarita': 1})",17,1,3.0,0.0
100,"As Hannibal would say , yes , ` It 's like having an old friend for dinner ' .",1365,4,78,"['hannibal', 'would', 'say', 'yes', 'like', 'having', 'old', 'friend', 'for', 'dinner']","Counter({'old': 1, 'like': 1, 'would': 1, 'dinner': 1, 'for': 1, 'say': 1, 'yes': 1, 'hannibal': 1, 'having': 1, 'friend': 1})",10,1,3.0,-1.0
101,Lan Yu seems altogether too slight to be called any kind of masterpiece .,7785,3,73,"['lan', 'seems', 'altogether', 'too', 'slight', 'called', 'any', 'kind', 'masterpiece']","Counter({'lan': 1, 'slight': 1, 'seems': 1, 'kind': 1, 'any': 1, 'masterpiece': 1, 'too': 1, 'altogether': 1, 'called': 1})",9,1,4.0,1.0
